rating,calories,protein,fat,sodium
0,190,4,4,90
0,190,4,7,6
3.125,190,4,12,225
4.375,190,4,17,534
3.75,190,5,5,542
4.375,190,5,6,127
4.375,190,5,9,74
3.125,190,6,10,338
4.375,190,9,13,90572
4.375,190,10,13,244
5,191,0,0,38
3.125,191,0,0,1434
0,191,1,0,3
5,191,1,0,3
3.75,191,1,1,0
3.75,191,1,5,1505
5,191,2,1,83
3.75,191,2,7,57
3.75,191,2,9,78
3.75,191,3,0,303
4.375,191,3,1,4
3.75,191,3,7,318
5,191,3,8,343
2.5,191,3,14,84
4.375,191,3,19,36
1.25,191,4,8,66
3.125,191,4,12,121
5,191,5,2,245
0,191,5,7,595
4.375,191,6,6,93
4.375,191,6,10,373
4.375,191,6,12,203
4.375,191,8,12,163
4.375,191,13,13,568
4.375,191,15,4,894
0,192,0,0,3
0,192,0,0,5
5,192,0,0,13
0,192,0,8,10
5,192,1,0,3
3.75,192,1,0,6
4.375,192,2,12,153
5,192,2,15,86
3.75,192,2,17,207
3.75,192,3,8,32
3.75,192,3,15,88
5,192,4,0,59
4.375,192,4,6,168
4.375,192,4,9,65
4.375,192,4,10,66
3.125,192,4,11,111
4.375,192,4,12,514
3.75,192,4,12,662
4.375,192,5,5,86
4.375,192,5,9,325
3.75,192,5,14,1134
3.75,192,6,8,336
3.75,192,7,7,77
5,192,7,10,655
3.125,192,7,14,203
2.5,193,0,0,11
0,193,0,0,13
3.75,193,1,0,3
4.375,193,1,0,6
3.75,193,1,0,9
5,193,2,0,7
3.75,193,2,11,461
4.375,193,2,12,340
3.75,193,3,5,47
3.75,193,3,9,48
3.75,193,3,10,801
4.375,193,3,11,426
4.375,193,3,12,14
4.375,193,3,14,20
0,193,3,14,181
3.125,193,3,16,36
3.75,193,3,17,434
3.75,193,4,5,41
4.375,193,4,5,238
0,193,4,15,233
3.125,193,5,7,14
1.875,193,5,8,370
4.375,193,5,12,159
3.125,193,5,17,230
3.75,193,6,3,57
1.875,193,6,18,288
3.75,193,8,7,640
3.75,193,9,8,472
4.375,193,9,10,184
3.75,193,10,7,145
4.375,193,12,10,598
3.75,193,14,9,451
3.75,194,0,0,23
4.375,194,0,0,45
3.125,194,0,21,2
0,194,1,0,26
4.375,194,1,21,194
4.375,194,2,1,73
4.375,194,2,2,3
3.75,194,2,3,697
4.375,194,2,17,42
3.125,194,3,1,4
0,194,3,1,39
3.125,194,3,7,241
3.75,194,3,9,134
0,194,3,9,5697
3.75,194,3,14,1762
4.375,194,3,17,258
3.125,194,4,1,791
4.375,194,4,5,392
3.75,194,4,9,135
5,194,4,12,713
3.75,194,5,14,184
2.5,194,6,1,1390
3.75,194,6,10,105
4.375,194,6,16,361
5,194,8,12,611
5,194,17,6,932
4.375,194,17,11,683
3.75,194,26,3,3833
2.5,195,0,0,2
0,195,0,0,15
3.125,195,0,21,146
3.125,195,1,0,2
2.5,195,1,0,7
4.375,195,1,0,13
5,195,1,3,15
3.125,195,2,0,156
3.75,195,2,1,2
4.375,195,2,12,38
0,195,2,14,1100
3.75,195,3,5,403
3.75,195,3,12,11
3.75,195,3,12,104
4.375,195,3,18,633
2.5,195,4,10,256
4.375,195,4,12,97
3.75,195,5,16,163
4.375,195,5,18,268
0,195,7,5,469
1.25,195,8,2,428
3.75,195,8,11,237
4.375,195,8,13,357
3.75,195,10,6,103
3.75,195,10,16,176
3.75,195,14,8,388
3.75,195,16,4,524
3.75,196,1,0,2
4.375,196,1,0,4
5,196,1,0,17
3.125,196,1,0,107
4.375,196,1,0,309
5,196,1,1,7
5,196,1,11,13
5,196,2,6,47
3.75,196,2,18,199
4.375,196,3,15,12
4.375,196,3,15,20
4.375,196,3,19,252
4.375,196,4,1,321
4.375,196,4,6,46
3.75,196,4,8,996
4.375,196,4,10,239
4.375,196,4,11,302
2.5,196,5,0,7
3.125,196,5,3,79
5,196,5,6,154
4.375,196,5,8,375
4.375,196,5,9,26
4.375,196,5,10,400
4.375,196,5,14,260
4.375,196,6,14,117
3.75,196,7,8,319
4.375,196,7,15,352
3.75,196,8,14,272
3.75,196,9,14,205
3.75,196,10,5,331
3.75,196,11,11,626
4.375,196,11,15,324
3.75,196,14,8,706
3.75,196,21,8,652
0,197,0,0,1
3.75,197,0,0,4
5,197,0,0,4
0,197,0,0,5
3.125,197,0,21,1
3.125,197,1,17,5
3.125,197,2,21,147
3.75,197,3,12,76
3.75,197,3,14,19
5,197,3,14,92
4.375,197,3,15,35
3.75,197,3,19,14
5,197,4,7,208
3.75,197,4,9,87
4.375,197,4,11,93
4.375,197,5,9,315
3.75,197,5,14,105
4.375,197,6,6,52
3.125,197,7,7,993
3.75,197,9,7,348
4.375,197,13,9,567
0,198,0,0,1
4.375,198,0,0,7
0,198,1,0,12
0,198,1,1,2
3.75,198,1,20,42
4.375,198,2,11,187
0,198,3,1,822
3.75,198,3,13,740
3.125,198,3,16,234
4.375,198,4,6,51
3.75,198,4,12,45407
4.375,198,4,15,479
4.375,198,5,5,28
5,198,6,12,402
4.375,198,6,15,268
4.375,198,8,18,394
1.875,198,10,7,638
3.75,198,12,8,268
4.375,198,19,8,1033
4.375,198,29,5,64
3.75,198,29,6,805
0,199,0,0,2
2.5,199,0,0,3
0,199,0,0,4
0,199,0,0,22
0,199,0,0,40
5,199,0,5,11
3.75,199,1,1,7
5,199,1,1,12
5,199,1,2,203
3.125,199,2,5,245
5,199,2,10,447
3.75,199,2,10,617
0,199,2,18,24
3.125,199,3,1,33
3.75,199,3,6,156
0,199,3,7,91
4.375,199,3,9,14
3.75,199,3,14,242
0,199,3,21,4
4.375,199,4,7,375
2.5,199,4,10,132
5,199,4,11,317
2.5,199,5,4,128
3.75,199,5,8,360
3.125,199,6,12,186
4.375,199,7,14,399
4.375,199,7,16,219
4.375,199,10,12,52
5,199,14,12,397
3.75,199,15,9,377
4.375,200,0,0,4
5,200,0,22,132
0,200,1,1,1
4.375,200,2,1,595
4.375,200,2,2,2
3.75,200,2,11,86
5,200,2,15,231
4.375,200,2,16,186
3.125,200,2,17,150
3.75,200,3,8,127
4.375,200,3,11,65
2.5,200,3,14,61
4.375,200,3,16,77
3.125,200,4,7,2
4.375,200,4,8,17
3.75,200,4,10,77
4.375,200,4,11,635
3.75,200,5,8,63
4.375,200,5,14,130
0,200,6,12,908
3.125,200,7,11,200
4.375,200,8,3,486
0,200,9,11,1195
4.375,200,10,11,358
4.375,200,10,11,528
4.375,200,11,17,346
3.125,200,12,15,767
4.375,200,24,4,577
5,201,0,0,4
4.375,201,0,0,6
5,201,0,0,10
3.75,201,0,0,13
3.75,201,0,0,15
5,201,0,0,22583
5,201,0,22,167
4.375,201,0,22,222
4.375,201,1,0,7
4.375,201,1,8,22
4.375,201,1,20,163
0,201,2,1,6
3.75,201,2,6,165
3.125,201,2,8,151
4.375,201,2,10,15
2.5,201,3,3,268
5,201,3,12,452
4.375,201,3,14,2
4.375,201,3,16,13
4.375,201,3,16,147
3.75,201,4,7,255
0,201,4,11,175
3.75,201,4,11,210
3.125,201,5,5,260
2.5,201,5,7,24
3.125,201,5,20,247
3.75,201,6,12,119
3.125,201,6,14,149
3.75,201,7,13,456
3.125,201,7,18,302
3.75,201,9,16,287
4.375,202,0,0,7
5,202,0,22,167
5,202,0,22,174
4.375,202,1,2,200
4.375,202,1,5,7
3.75,202,1,6,12
3.75,202,1,21,396
0,202,2,1,25
4.375,202,2,15,12
4.375,202,2,17,154
3.75,202,2,17,911
3.75,202,3,11,145
0,202,4,1,59
0,202,4,3,54
3.75,202,4,15,95
4.375,202,4,19,311
5,202,5,0,1844
5,202,5,13,137
3.75,202,5,15,116
3.75,202,5,18,805
3.75,202,7,8,385
4.375,202,7,8,488
4.375,202,7,10,52
3.75,202,7,14,401
4.375,202,7,16,187
4.375,202,7,18,62
5,202,8,13,256
5,202,8,13,469
4.375,202,10,11,1098
4.375,202,13,6,1043
5,202,15,8,396
3.75,202,19,8,815
0,203,0,0,1
0,203,0,0,3
4.375,203,0,0,3
0,203,0,0,13
0,203,0,8,46
5,203,1,0,3
3.125,203,1,0,4
5,203,1,3,26
4.375,203,1,3,101
0,203,1,8,18
4.375,203,1,22,197
5,203,2,0,63
5,203,3,9,34
3.75,203,3,17,299
5,203,4,12,591
4.375,203,5,15,118
4.375,203,6,6,265
3.75,203,6,11,1040
3.75,203,6,14,156
3.125,203,7,16,264
4.375,203,7,18,355
3.75,203,8,13,79
4.375,203,9,12,727
3.75,203,11,11,159
4.375,203,13,9,294
0,203,14,2,2291
3.75,203,14,11,480
4.375,203,15,10,246
4.375,204,0,0,3
1.25,204,0,0,4
0,204,0,0,22579
0,204,0,23,243
0,204,1,0,4
4.375,204,1,0,14
5,204,1,20,369
4.375,204,2,9,209
4.375,204,2,19,148
3.125,204,3,0,2180
3.75,204,3,4,112
0,204,3,5,11
4.375,204,4,12,83
3.75,204,4,15,19
0,204,4,21,244
3.125,204,5,1,295
4.375,204,6,13,213
3.125,204,7,10,566
4.375,204,7,17,396
4.375,204,7,18,286
3.125,204,7,18,328
0,204,8,1,171
3.75,204,8,12,46
4.375,204,8,14,185
3.75,204,15,12,608
5,205,0,0,2
3.75,205,0,0,5
4.375,205,0,0,5
5,205,0,0,7
4.375,205,0,0,14
4.375,205,1,18,322
3.75,205,1,23,2
0,205,2,0,36
4.375,205,2,2,749
4.375,205,2,12,174
0,205,3,12,299
5,205,3,13,84
3.125,205,3,14,47
0,205,4,0,810
3.125,205,4,7,144
3.75,205,4,9,386
5,205,4,14,17
4.375,205,4,14,73
4.375,205,4,19,265
3.75,205,5,9,105
3.75,205,5,14,464
0,205,5,14,522
4.375,205,6,2,88
5,205,6,7,44
4.375,205,7,1,941
4.375,205,8,7,348
5,205,8,13,1186
3.75,205,9,18,251
3.75,205,11,7,512
3.125,205,11,13,257
4.375,205,17,10,802
2.5,206,0,0,25
4.375,206,0,23,13
0,206,0,23,243
4.375,206,1,0,3
4.375,206,1,0,34
0,206,1,1,2
4.375,206,1,11,20
4.375,206,2,4,8
3.75,206,2,5,75
4.375,206,2,8,204
3.75,206,3,9,11
3.125,206,3,13,249
3.75,206,3,14,0
0,206,3,14,40
4.375,206,4,2,17
3.75,206,4,5,10
5,206,4,9,124
3.75,206,4,17,294
5,206,4,20,16
4.375,206,6,12,172
4.375,206,6,14,508
3.125,206,8,2,30
4.375,206,8,3,327
4.375,206,8,13,320
3.125,206,8,15,389
2.5,206,10,16,570
3.75,206,12,14,955
0,206,13,1,1257
4.375,206,22,10,51
5,207,0,23,172
4.375,207,1,3,11
0,207,1,23,211
0,207,2,1,30
3.75,207,2,5,33
4.375,207,2,6,12
3.125,207,2,9,2
0,207,2,14,117
4.375,207,2,18,66
5,207,2,18,241
3.75,207,3,5,588
4.375,207,3,6,21
3.75,207,3,12,100
3.75,207,3,17,448
5,207,4,0,7
4.375,207,4,9,21
4.375,207,4,12,91
2.5,207,6,15,39
3.75,207,6,17,29
3.75,207,7,6,89
4.375,207,11,17,578
4.375,207,12,9,508
5,208,0,0,216
0,208,0,23,242
3.75,208,1,0,1
0,208,1,0,11
4.375,208,1,20,883
5,208,1,23,7
5,208,2,0,7
4.375,208,2,1,7
4.375,208,2,1,36
3.75,208,2,16,116
4.375,208,3,8,186
4.375,208,3,13,94
4.375,208,3,15,512
4.375,208,4,7,361
5,208,5,1,91
4.375,208,5,9,3
4.375,208,5,17,347
4.375,208,6,4,212
3.125,208,6,8,3
4.375,208,6,12,336
5,208,6,16,248
4.375,208,8,11,338
3.75,208,9,7,248
3.125,208,9,15,1020
3.75,208,11,5,430
4.375,208,11,19,3
4.375,208,12,15,629
0,208,17,5,989
0,208,17,13,815
5,209,0,0,2
0,209,0,0,4
0,209,0,23,195
2.5,209,1,0,8
4.375,209,1,0,10
3.75,209,1,0,11
5,209,1,0,12
4.375,209,2,0,36
5,209,2,12,211
3.125,209,3,4,224
2.5,209,3,13,66
3.75,209,3,14,73
3.75,209,3,17,11
4.375,209,4,13,325
4.375,209,4,15,745
4.375,209,4,16,33
3.75,209,4,16,684
4.375,209,5,8,77
3.75,209,6,3,370
4.375,209,6,9,837
4.375,209,8,4,635
3.125,209,9,5,364
3.75,209,9,8,513
3.75,209,9,9,246
4.375,209,9,16,520
4.375,209,10,17,486
4.375,209,11,9,456
4.375,209,15,15,232
2.5,209,17,10,584
4.375,209,45,2,1301
4.375,210,0,1,6
3.125,210,1,11,24
0,210,1,23,73
0,210,1,23,156
4.375,210,2,16,36
0,210,2,19,199
4.375,210,2,19,401
4.375,210,3,1,1
5,210,3,1,10
4.375,210,3,1,1767
5,210,3,13,156
4.375,210,3,15,21
3.125,210,4,3,292
3.75,210,5,9,206
3.75,210,5,11,94
4.375,210,6,4,777
4.375,210,7,10,445
3.75,210,12,17,688
2.5,210,16,13,669
4.375,210,25,11,393
5,211,0,0,2
0,211,0,0,5
3.75,211,0,24,87
3.75,211,1,18,5
5,211,2,16,156
3.75,211,3,4,292
3.75,211,3,7,209
5,211,3,20,96
4.375,211,4,9,114
4.375,211,4,17,204
3.75,211,5,9,362
3.125,211,6,5,288
1.875,211,6,7,349
5,211,6,8,79
3.75,211,7,11,364
5,211,7,19,300
0,211,9,10,317
3.75,211,9,15,117
2.5,211,9,17,272
3.75,211,10,16,276
3.125,211,11,14,551
3.75,211,15,12,249
3.75,211,15,13,685
4.375,211,16,13,497
3.75,212,0,0,2
1.875,212,0,0,585
5,212,1,0,4
0,212,1,6,26
5,212,1,13,53
0,212,1,23,10
4.375,212,2,0,8
4.375,212,2,4,3
3.75,212,3,22,198
4.375,212,4,7,107
3.75,212,5,11,556
2.5,212,6,3,241
3.125,212,7,16,58
5,212,7,17,74
4.375,212,8,15,315
0,212,8,19,42
4.375,212,10,17,248
2.5,212,11,17,383
4.375,212,13,17,353
4.375,212,14,14,411
4.375,213,0,0,2
4.375,213,0,0,3
3.75,213,1,0,18
4.375,213,1,0,1438
5,213,1,4,22
3.125,213,1,20,9
0,213,1,23,7
3.125,213,2,11,56
4.375,213,2,12,61
5,213,2,14,44
3.75,213,3,7,95
5,213,3,8,612
4.375,213,3,10,240
4.375,213,3,11,11
3.75,213,3,13,22
4.375,213,3,17,60
0,213,4,0,27
2.5,213,4,3,446
0,213,4,6,4
4.375,213,4,9,429
4.375,213,4,9,787
4.375,213,4,10,224
5,213,5,6,133
4.375,213,6,5,129
1.25,213,6,19,178
3.75,213,7,11,526
4.375,213,8,7,19
3.75,213,9,9,299
4.375,213,9,10,356
4.375,213,9,12,139
3.125,213,11,16,420
4.375,213,12,15,483
3.75,213,15,10,478
4.375,213,16,10,1533
5,213,16,15,478
3.75,213,18,14,2355
5,213,28,8,83
3.125,214,0,0,8
5,214,0,0,12
3.125,214,0,0,31
0,214,1,0,12
5,214,2,1,70
4.375,214,2,9,19
4.375,214,2,9,30
0,214,2,14,11
3.75,214,2,22,34
4.375,214,3,10,672
4.375,214,3,12,37
4.375,214,3,13,156
3.75,214,3,13,471
3.125,214,4,9,159
3.75,214,5,14,305
4.375,214,9,11,306
4.375,214,9,14,207
4.375,214,10,11,376
3.75,214,10,17,330
3.75,214,12,6,178
4.375,214,12,14,411
5,214,12,16,37
4.375,214,13,12,911
3.75,214,23,10,742
4.375,214,25,5,813
4.375,215,0,0,3
0,215,0,0,28
5,215,1,0,11
5,215,1,0,93
0,215,1,22,142
5,215,2,0,78
3.75,215,2,1,2
3.75,215,2,19,92
0,215,2,19,181
3.125,215,3,1,11
3.125,215,3,7,159
4.375,215,3,11,57
4.375,215,3,14,63
4.375,215,3,20,163
4.375,215,4,2,34
4.375,215,5,15,37
4.375,215,6,13,177
3.75,215,6,17,1096
3.75,215,6,20,250
4.375,215,7,12,226
3.75,215,7,16,245
4.375,215,8,9,281
4.375,215,8,12,521
3.75,215,8,15,461
3.75,215,9,13,151
4.375,215,9,15,179
3.125,215,10,6,260
2.5,215,13,14,152
5,215,29,6,970
0,216,0,0,2
5,216,1,9,10
3.75,216,1,23,5
5,216,1,24,252
3.75,216,2,0,1
0,216,2,10,395
4.375,216,2,17,423
4.375,216,2,21,267
3.75,216,2,22,257
2.5,216,3,13,19
4.375,216,3,19,250
5,216,4,7,27
3.75,216,4,13,111
4.375,216,4,18,235
4.375,216,5,3,249
3.75,216,5,11,764
1.875,216,5,12,26
0,216,6,18,812
4.375,216,8,7,22
2.5,216,10,17,223
3.75,216,13,3,168
4.375,216,16,14,515
0,217,0,0,3
5,217,0,0,3
0,217,1,0,9
3.125,217,1,1,7
4.375,217,1,18,8
3.125,217,2,6,102
5,217,3,1,1765
1.25,217,3,12,166
4.375,217,4,10,698
2.5,217,4,13,123
3.75,217,5,5,165
4.375,217,7,7,93
3.75,217,8,9,155
3.75,217,8,10,1040
4.375,217,8,12,260
3.75,217,8,16,242
4.375,217,11,11,656
3.75,217,13,17,194
4.375,217,23,11,777
4.375,218,1,0,8
4.375,218,1,18,26
5,218,2,4,193
3.75,218,2,16,124
4.375,218,2,18,202
5,218,3,13,66
4.375,218,3,13,79
4.375,218,3,14,78
4.375,218,3,15,111
3.75,218,3,15,123
5,218,3,17,249
4.375,218,4,5,295
4.375,218,4,9,301
4.375,218,5,4,56
4.375,218,5,14,106
4.375,218,5,18,64
3.75,218,6,17,95
0,218,7,4,201
3.75,218,7,11,202
1.25,218,7,13,60
3.75,218,7,16,345
3.125,218,8,1,709
5,218,9,18,434
4.375,218,13,12,474
5,218,13,14,691
3.75,218,14,15,260
1.875,218,24,5,399
3.125,218,27,11,392
4.375,218,31,6,214
1.25,219,0,0,3
3.75,219,0,0,4
3.75,219,0,0,153
0,219,0,8,12
3.75,219,1,0,1
4.375,219,1,17,7
0,219,1,23,486
0,219,2,1,3
3.125,219,2,1,37
5,219,2,16,36
3.75,219,3,1,588
3.125,219,3,12,81
3.75,219,4,2,130
2.5,219,4,18,11
4.375,219,4,18,325
3.75,219,5,5,43
4.375,219,5,5,269
4.375,219,5,13,48
0,219,6,10,184
2.5,219,6,11,130
3.125,219,6,16,129
0,219,7,14,637
4.375,219,7,17,239
5,219,7,17,579
3.75,219,8,18,527
4.375,219,9,17,160
4.375,219,9,19,32
3.75,219,10,13,239
0,219,12,3,339
4.375,220,0,10,23
2.5,220,0,24,120
3.75,220,1,0,19
4.375,220,1,18,1277
5,220,1,21,330
4.375,220,2,19,115
3.125,220,2,21,8
0,220,3,1,15
5,220,3,17,108
3.75,220,4,1,8
5,220,4,4,621
4.375,220,4,11,200
3.75,220,5,8,126
0,220,5,9,297
4.375,220,8,17,508
4.375,220,8,17,529
3.75,220,9,12,593
4.375,220,9,17,201
4.375,220,10,13,277
3.75,220,17,9,720
3.75,220,17,14,63
3.75,220,18,8,879
4.375,220,30,8,150
5,221,0,0,3
5,221,1,0,1
5,221,1,0,14
0,221,1,0,18
0,221,2,1,6
4.375,221,2,21,44
3.75,221,2,22,306
5,221,2,24,22
3.75,221,3,22,107
4.375,221,4,1,142
3.125,221,4,4,1292
3.75,221,4,7,255
3.75,221,5,1,332
2.5,221,5,5,14
4.375,221,5,8,536
4.375,221,6,8,88
4.375,221,6,17,52
5,221,8,12,513
4.375,221,8,14,199
3.75,221,8,19,196
4.375,221,10,8,400
3.75,221,11,11,669
5,221,12,13,184
2.5,221,12,18,509
3.75,221,17,15,597
4.375,221,19,9,216
2.5,221,21,9,940
4.375,221,23,8,639
3.75,221,23,10,499
5,222,0,0,0
3.75,222,0,0,2
0,222,0,0,6
0,222,0,0,7
0,222,1,0,11
4.375,222,1,14,24
4.375,222,1,22,23
4.375,222,2,0,203
0,222,2,1,3
4.375,222,2,1,8
0,222,2,1,10
3.125,222,2,3,28
4.375,222,2,14,119
0,222,3,0,47
3.75,222,3,2,41
3.75,222,3,6,136
5,222,3,8,394
3.75,222,3,14,170
3.75,222,4,5,10
5,222,4,9,45
3.75,222,4,11,24
0,222,5,5,491
3.75,222,5,14,7
0,222,6,1,635
3.125,222,6,8,46
3.75,222,7,11,657
4.375,222,7,17,43
4.375,222,7,19,211
4.375,222,7,21,281
3.75,222,8,9,53
5,222,8,17,440
3.75,222,9,5,472
4.375,222,9,14,453
0,222,14,12,9465
4.375,222,21,10,651
4.375,222,24,10,815
3.125,222,25,10,848
0,222,29,7,1026
5,223,0,0,3
3.75,223,1,17,31
0,223,1,22,53
3.75,223,2,1,10
4.375,223,2,18,521
1.25,223,2,19,4
5,223,3,1,6
5,223,3,1,57
3.75,223,3,11,164
3.125,223,3,16,113
4.375,223,3,16,399
3.75,223,3,20,28
4.375,223,4,10,211
3.125,223,4,12,343
0,223,5,8,296
5,223,5,8,296
4.375,223,5,13,218
3.125,223,5,15,41
3.75,223,6,10,219
4.375,223,6,18,737
4.375,223,7,13,74
0,223,7,15,400
4.375,223,8,12,136
3.75,223,8,12,605
3.75,223,8,14,73
3.75,223,8,14,588
3.75,223,8,14,820
0,223,8,15,627
4.375,223,9,19,823
4.375,223,10,9,521
3.75,223,24,9,1340
5,223,32,8,679
4.375,223,36,6,694
5,224,1,0,10
0,224,1,0,12
3.75,224,1,23,514
4.375,224,3,4,3
4.375,224,4,12,92
0,224,4,12,179
5,224,4,13,64
4.375,224,5,15,218
4.375,224,6,6,570
3.75,224,6,8,501
3.75,224,6,16,55
3.125,224,6,17,120
3.75,224,6,18,204
5,224,6,19,381
3.75,224,7,4,159
3.75,224,7,19,300
4.375,224,8,3,377
4.375,224,10,12,93
4.375,224,10,12,557
3.75,224,10,17,1103
0,224,11,11,211
5,224,11,16,156
5,224,11,16,343
3.75,224,16,16,952
4.375,224,18,10,322
3.125,224,21,12,340
4.375,224,24,9,1310
0,225,0,0,14
5,225,1,9,56
0,225,1,22,23
0,225,2,0,24
3.75,225,2,13,182
4.375,225,2,14,72
4.375,225,2,23,382
2.5,225,3,5,88
4.375,225,3,13,145
3.75,225,4,0,8
3.75,225,4,5,491
3.75,225,4,13,62
3.75,225,4,15,34
0,225,4,17,24
3.75,225,5,8,362
4.375,225,6,5,72
5,225,7,11,166
4.375,225,7,21,160
3.75,225,8,19,372
4.375,225,10,18,240
5,225,17,9,222
3.75,225,26,12,208
5,225,28,10,2397
4.375,226,1,0,12
4.375,226,1,1,16
2.5,226,1,14,17
5,226,1,23,371
4.375,226,2,0,9
3.75,226,2,6,202
4.375,226,2,6,232
4.375,226,2,19,242
5,226,3,1,279
4.375,226,3,1,2431
3.75,226,3,15,36
3.125,226,3,16,35
4.375,226,3,20,384
4.375,226,4,13,153
5,226,4,14,103
3.75,226,5,5,387
3.75,226,5,19,1132
4.375,226,9,4,648
4.375,226,14,12,432
4.375,226,18,14,197
3.125,226,23,5,840
0,226,27,8,870
0,227,0,0,3
4.375,227,1,0,3
5,227,1,11,83
4.375,227,2,7,14
4.375,227,2,13,10
3.125,227,2,17,26
5,227,3,8,90
3.75,227,3,9,438
5,227,3,17,559
3.125,227,4,22,19
3.75,227,6,7,313
4.375,227,6,14,356
4.375,227,7,8,156
4.375,227,8,9,157
0,227,10,16,285
4.375,227,12,10,98
2.5,227,12,15,23061
3.75,227,14,16,376
4.375,227,16,10,70
4.375,227,17,12,157
3.75,227,20,12,1623
0,227,26,3,126
3.75,227,27,10,89
3.125,227,29,9,85
4.375,227,31,7,479
0,228,0,0,1
0,228,0,0,3
0,228,0,0,6
3.125,228,1,1,7
2.5,228,1,1,79
3.75,228,1,22,9
4.375,228,2,7,4
5,228,2,14,43
5,228,2,18,17
3.75,228,2,20,297
5,228,3,14,67
4.375,228,3,14,130
4.375,228,3,14,149
3.75,228,3,14,156
4.375,228,3,14,156
4.375,228,4,12,106
0,228,4,19,337
0,228,4,23,261
0,228,5,14,26
4.375,228,5,14,334
3.125,228,5,18,108
0,228,5,18,474
3.75,228,6,8,42
4.375,228,6,10,143
0,228,6,10,269
3.75,228,6,14,324
4.375,228,6,19,448
3.75,228,6,20,65
0,228,7,8,72
4.375,228,8,8,424
4.375,228,9,7,927
2.5,228,11,20,565
4.375,228,12,17,347
3.75,228,16,4,411
3.75,228,19,16,172
4.375,228,33,6,97
3.75,228,34,7,1323
4.375,229,1,0,9
4.375,229,1,19,417
5,229,2,5,908
5,229,2,6,18
4.375,229,2,10,132
3.75,229,2,12,158
3.75,229,3,19,133
5,229,4,2,86
4.375,229,4,9,421
4.375,229,4,11,16
4.375,229,4,12,224
4.375,229,4,13,71
4.375,229,4,14,67
5,229,4,14,89
5,229,4,24,147
3.75,229,5,4,58
4.375,229,5,6,74
3.75,229,5,10,55
5,229,6,6,421
0,229,6,10,68
3.75,229,6,14,155
4.375,229,6,14,357
4.375,229,6,21,18
0,229,9,15,104
3.75,229,9,20,237
4.375,229,11,18,483
5,229,14,13,770
4.375,229,14,18,307
4.375,229,20,12,468
4.375,229,26,9,1162
4.375,229,34,6,958
5,230,0,0,3
5,230,1,0,6
5,230,1,0,26
5,230,1,0,66
3.75,230,1,1,1
5,230,1,9,21
4.375,230,1,20,108
4.375,230,2,0,13
0,230,2,1,7
4.375,230,2,1,8
3.75,230,2,7,9
4.375,230,2,16,206
4.375,230,2,18,34
4.375,230,2,23,86
2.5,230,3,7,11
4.375,230,3,16,45
0,230,4,10,390
2.5,230,4,11,365
3.75,230,6,6,384
4.375,230,6,9,308
5,230,6,18,124
4.375,230,7,10,446
4.375,230,8,15,605
4.375,230,9,12,177
3.75,230,13,19,4095
4.375,230,16,15,1123
1.25,230,21,13,1181
3.125,230,30,9,516
4.375,230,35,9,2475
0,231,0,0,2
4.375,231,0,0,2
5,231,0,0,4
3.75,231,0,0,7
0,231,0,0,14
4.375,231,1,0,2
3.75,231,1,0,4
4.375,231,1,1,22
0,231,1,7,182
4.375,231,1,25,292
3.75,231,2,12,36
5,231,2,24,21
5,231,3,9,54
4.375,231,3,10,73
3.75,231,3,13,43
4.375,231,3,13,135
4.375,231,3,15,11
5,231,5,11,3
4.375,231,5,13,160
2.5,231,5,14,40
1.875,231,6,5,740
3.125,231,6,11,513
4.375,231,6,17,164
4.375,231,7,2,441
3.75,231,8,2,131
4.375,231,8,7,190
5,231,9,10,252
0,231,9,11,489
3.75,231,11,10,350
0,231,12,16,493
4.375,231,25,11,851
5,231,25,13,2312
5,231,33,7,995
0,232,0,0,1
1.875,232,0,0,8
4.375,232,0,10,2
5,232,0,26,187
0,232,1,0,2
0,232,1,0,16
5,232,2,0,1305
4.375,232,2,1,3
3.125,232,2,1,8
0,232,2,1,23
5,232,3,2,105
4.375,232,3,8,23
5,232,3,10,98
4.375,232,3,15,34
4.375,232,3,21,169
3.75,232,4,9,17
5,232,4,9,52
3.75,232,4,10,266
0,232,5,7,452
3.75,232,5,7,452
4.375,232,5,8,12
4.375,232,5,12,204
3.75,232,5,19,100
4.375,232,6,11,300
4.375,232,7,13,169
4.375,232,8,16,83
4.375,232,9,3,442
3.75,232,9,9,396
3.75,232,9,18,165
5,232,9,20,489
2.5,232,11,8,18
4.375,232,11,19,392
3.75,233,1,0,17
4.375,233,1,10,28
4.375,233,2,1,18
3.125,233,3,12,34
3.125,233,3,12,43
0,233,3,12,54
4.375,233,3,12,72
4.375,233,3,15,136
3.75,233,3,15,1423
3.75,233,3,20,212
4.375,233,5,12,200
4.375,233,5,15,403
4.375,233,5,15,800
4.375,233,6,4,142
4.375,233,6,11,295
5,233,8,13,67
3.75,233,10,12,84
3.75,233,14,17,190
5,233,17,15,154
3.75,233,25,10,1078
3.75,233,25,11,143
3.75,233,28,12,433
4.375,233,35,10,141
3.125,234,0,6,7
5,234,1,0,6
5,234,1,0,38
3.75,234,1,1,5
3.75,234,1,6,11
5,234,1,14,16
0,234,1,18,10
0,234,2,1,54
5,234,2,7,213
0,234,2,21,396
4.375,234,2,22,13
5,234,2,23,58
4.375,234,3,3,50
3.75,234,3,9,300
0,234,3,16,99
0,234,3,16,99
4.375,234,3,16,105
4.375,234,3,16,626
